(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('116018299', 'ustlano na ruzich ilustrovala autorka', 'eng'), 1)
(('116155073', 'lucie und die wunder', 'ger'), 3)
(('116155073', 'chobotnice z certovky', 'slo'), 2)
(('116155073', 'cobertizo rojo', 'spa'), 2)
(('116155073', 'die tintenfische aus dem zweiten stock', 'ger'), 2)
(('116155073', 'flykten', 'swe'), 1)
(('116155073', 'det rode skur', 'dan'), 1)
(('116155073', 'a kek elefantok oraja', 'hun'), 1)
(('116155073', 'lucie a zazraky', 'ger'), 1)
(('116155073', 'sat plavih slonova', 'hrv'), 1)
(('116155073', 'der rote schuppen', 'ger'), 1)
(('116155073', 'lucie und der rosarote hund', 'ger'), 1)
(('116155073', 'szokesben', 'hun'), 1)
(('116155073', 'odysseus und die sterne', 'ger'), 1)
(('116155073', 'fangio und der kleine bison', 'ger'), 1)
(('116155073', 'der blaue elefant', 'ger'), 1)
(('116155073', 'die vertauschte melone', 'ger'), 1)
(('1162414', 'about elephants and camels', 'eng'), 1)
(('116307890', 'more', 'slo'), 4)
(('116307890', 's dievciskom sa nehrame', 'slo'), 3)
(('116307890', 'muzskozensky slovnik', 'slo'), 2)
(('116307890', 's dievciskom sa nehrame', 'und'), 2)
(('116307890', 'predajna 044', 'slo'), 2)
(('116307890', 'uz je jar', 'und'), 1)
(('116307890', 'nieco som nasiel', 'slo'), 1)
(('116307890', 'de unde stii ca eu sint eu', 'und'), 1)
(('116307890', 'hodina anglictiny', 'eng'), 1)
(('116307890', 'nuna je sama doma', 'slo'), 1)
(('116307890', 'pozri co je na svete', 'und'), 1)
(('116307890', 'nuna jo sama doma', 'und'), 1)
(('116307890', 'a tenger', 'hun'), 1)
(('116307890', 'pockaj este nehrame', 'und'), 1)
(('116699011', 'yakusoku', 'jpn'), 2)
(('116699011', 'zivot je gluh', 'hrv'), 1)
(('117975899', 'kroki w lisciach', 'pol'), 1)
(('118314733', 'ezustper', 'hun'), 1)
(('118314733', 'jagd ohne waffen', 'ger'), 1)
(('118314733', 'was ich im wald erlebte', 'ger'), 1)
(('118416563', 'en utflykt till jarnvagsstationen samt dikter', 'swe'), 1)
(('118416603', 'plonkova sedmicka', 'ger'), 1)
(('118416603', 'jeden den ktery otrasl mnou', 'und'), 1)
(('118416603', 'jak to vidim ja', 'ger'), 1)
(('118416603', 'adam  und sohne', 'ger'), 1)
(('1184264', 'kantoj de vaganto sur planedo goja gojmalo', 'epo'), 5)
(('1184264', 'ein kleines licht im dunkeln', 'ger'), 2)
(('1184264', 'briefe aus dem reich', 'ger'), 2)
(('1184264', 'mondo afabla ne nur al vortoj', 'epo'), 2)
(('1184264', 'esperantozofio', 'epo'), 2)
(('1184264', 'den laskavy na slova', 'und'), 1)
(('1184264', 'vteriny zrani', 'eng'), 1)
(('1184264', 'esperantozofio kiel elementbaza faktoro por altigi efektivecon de spiritemorala nivelo de emovado individue klube kaj internacie', 'epo'), 1)
(('118529174', 'yan shu he tu zi', 'chi'), 3)
(('118529174', 'der maulwurf im herbst', 'ger'), 2)
(('118529174', 'der maulwurf im winter', 'ger'), 2)
(('118529174', 'die gestohlene uhr', 'ger'), 2)
(('118529174', 'hogyan gyogyitotta meg a vakond a kisegeret', 'hun'), 2)
(('118529174', 'diogenes v sude a dalsich dvadsat znamych pribehov z cias davnych a najdavnejsich', 'slo'), 1)
(('118529174', 'a vakond ernyoje', 'hun'), 1)
(('118529174', 'le tour du monde de la petite taupe', 'fre'), 1)
(('118529174', 'der maulwurf und der fernseher', 'ger'), 1)
(('118529174', 'los pacientes aventruces', 'spa'), 1)
(('118529174', 'how little mole cured little mouse', 'eng'), 1)
(('118529174', 'den lille muldvarpen gjor musa frisk', 'nob'), 1)
(('118529174', 'il pavone il gufo il cane lasino', 'ita'), 1)
(('118529174', 'der zauberer kajetan', 'ger'), 1)
(('118529174', 'krotik i ego druzia', 'rus'), 1)
(('118529174', 'la jirafa charlatana', 'spa'), 1)
(('118529174', 'den lille muldvarpen og orna', 'nob'), 1)
(('118529174', 'meseca v morju ne ujames', 'slv'), 1)
(('118529174', 'krotik i babochki', 'rus'), 1)
(('118529174', 'the coach in the picture', 'eng'), 1)
(('118529174', 'krecik w zimie', 'pol'), 1)
(('118529174', 'la tigra il cammello il rinoceronte la zebra', 'ita'), 1)
(('118529174', 'pohadky pro deti pro mamy a pro taty', 'hrv'), 1)
(('118529174', 'la petite taupe fete noel', 'fre'), 1)
(('118529174', 'der maulwurf feiert weihnachten', 'ger'), 1)
(('118529174', 'der maulwurf und der kleine schneemann', 'ger'), 1)
(('118529174', 'diogenes w sudze a dalsich 20 znatych stawiznow z dawnych a pradawnych casow', 'wen'), 1)
(('118529174', 'the gingerbread cottage', 'eng'), 1)
(('118529174', 'la petite taupe au printemps', 'fre'), 1)
(('118529174', 'der maulwurf im siebten himmel', 'ger'), 1)
(('118529174', 'yan shu he yu zhou fei chuan', 'chi'), 1)
(('118529174', 'yan shu he wan ju qi che', 'chi'), 1)
(('118529174', 'yan shu zuo ku zi', 'chi'), 1)
(('119338358', 'hivno horyt', 'ukr'), 1)
(('119364641', 'magorovy labuti pisne', 'eng'), 1)
(('119364641', 'beyond the bars', 'eng'), 1)
(('119365018', 'der alte rabe', 'ger'), 2)
(('119365018', 'cmentarz objazdowy', 'pol'), 1)
(('119365018', 'majstor za ringispile', 'hrv'), 1)
(('119365018', 'teseni', 'eng'), 1)
(('119365018', 'duty breh poems', 'eng'), 1)
(('119365018', 'cesta do aschabadu neboli pumpke a dalajlamove', 'slo'), 1)
(('119365018', 'zil nebyl', 'und'), 1)
(('119365018', 'zimohradek poems', 'eng'), 1)
(('119365018', 'zasute zahrady', 'pol'), 1)
(('119365018', 'es beginnt der gestrige tag', 'ger'), 1)
(('119365018', 'ausgewuhlte schriften', 'ger'), 1)
(('119368461', 'die siegreiche heimat', 'ger'), 1)
(('119375397', 'ciudad doliente', 'spa'), 2)
(('119375397', 'dobbeltliv', 'nob'), 1)
(('119375397', 'dvoino nachalo', 'bul'), 1)
(('119375397', 'stad der smarten', 'dut'), 1)
(('119375397', 'josef sudek', 'eng'), 1)
(('119404601', 'der mond mit der pfeife', 'ger'), 2)
(('119404601', 'mesic s dymkou tri detektivni povidky', 'eng'), 1)
(('119404601', 'moreplavba', 'eng'), 1)
(('119404601', 'obrova zahradka', 'eng'), 1)
(('119404601', 'das grune etikett', 'ger'), 1)
(('119404601', 'ein einfacher fall der statistik', 'ger'), 1)
(('119404601', 'oblaka ilustroval jan smid', 'eng'), 1)
(('119485070', 'das zauberbuch und der verwandelte zauberer', 'ger'), 3)
(('119485070', 'the book of bedtime stories', 'eng'), 2)
(('119485070', '365 goodnight stories', 'eng'), 2)
(('119485070', 'taijo no boja', 'jpn'), 1)
(('119485070', 'zelena kapica', 'slv'), 1)
(('119485070', 'min stora sagoskatt', 'swe'), 1)
(('119485070', 'die kleine windsbraut edeltraut', 'ger'), 1)
(('119485070', 'der marchendetektiv nickel pumper', 'ger'), 1)
(('119485070', 'my best bedtime storybook', 'und'), 1)
(('120100286', 'mila hlada cestu', 'slo'), 1)
(('120119137', 'czech plays', 'eng'), 1)
(('1202866', 'a man from the balkans', 'eng'), 4)
(('120386794', 'tsunami blues', 'ger'), 2)
(('120386794', 'in qualcosa dovremo pur somigliarci', 'ita'), 1)
(('121307145', 'ithee', 'eng'), 1)
(('12227', 'una notte con amleto', 'ita'), 4)
(('12227', 'avanzando', 'spa'), 4)
(('12227', 'una notte con ofelia e altre poesie', 'ita'), 3)
(('12227', 'una notte con amleto e altre poesie', 'ita'), 3)
(('12227', 'mirroring', 'eng'), 2)
(('12227', 'vladimir holan', 'ger'), 2)
(('12227', 'selected poems', 'eng'), 2)
(('12227', 'antologia', 'spa'), 2)
(('12227', 'lale de cada nit', 'cat'), 2)
(('12227', 'schnee', 'ger'), 1)
(('12227', 'szavak barlangja', 'hun'), 1)
(('12227', 'twee meren', 'dut'), 1)
(('12227', 'das wehen', 'ger'), 1)
(('12227', 'chor', 'ger'), 1)
(('12227', 'havranim brkem', 'ita'), 1)
(('12227', 'sen', 'eng'), 1)
(('12227', 'na postupu verse z let 19431948', 'eng'), 1)
(('12227', 'matka', 'eng'), 1)
(('12227', 'spisy', 'ita'), 1)
(('12227', 'dokument', 'rus'), 1)
(('12227', 'dokument', 'pol'), 1)
(('12227', 'panychida basen', 'und'), 1)
(('12227', 'bez nazvu poems 19391942', 'eng'), 1)
(('12227', 'zahrmoti', 'eng'), 1)
(('12227', 'mirroring', 'und'), 1)
(('12227', 'orpheus', 'eng'), 1)
(('12227', 'camino a kampa', 'spa'), 1)
(('12227', 'oblouk  der bogen', 'ger'), 1)
(('12227', 'lale de cada nit', 'spa'), 1)
(('12227', 'kameni prichazis  kresby v textu na obalce i vazbe od vladimira tesare', 'und'), 1)
(('12227', 'walls', 'eng'), 1)
(('12317734', 'im spiegel hat er das dunkel', 'ger'), 7)
(('12317734', 'liryki', 'pol'), 6)
(('12317734', 'erdlast', 'ger'), 4)
(('12317734', 'strangar av spindelvav', 'swe'), 4)
(('12317734', 'das lied vom apfelbaum', 'ger'), 3)
(('12317734', 'geschichten und erinnerungen', 'ger'), 3)
(('12317734', 'pestmonumentet', 'swe'), 3)
(('12317734', 'zi luo lan', 'chi'), 3)
(('12317734', 'tylko tyle', 'pol'), 3)
(('12317734', 'izabrane pesme', 'srp'), 3)
(('12317734', 'talan rozsat hozok', 'hun'), 3)
(('12317734', 'gulalo sa gulalo', 'slo'), 2)
(('12317734', 'songen om epletreet', 'nor'), 2)
(('12317734', 'kamp med angeln', 'swe'), 2)
(('12317734', 'wermut der worte', 'ger'), 2)
(('12317734', 'geschichten und erinnerungen', 'und'), 2)
(('12317734', 'al verdens skonhed', 'dan'), 2)
(('12317734', 'en vaarwel', 'dut'), 2)
(('12317734', 'el crit dels fantasmes i altres poemes', 'cat'), 2)
(('12317734', 'els galls els morts i lamor de les dones', 'cat'), 2)
(('12317734', 'der regenschirm vom piccadilly', 'ger'), 2)
(('12317734', 'neuf poemes inedits', 'fre'), 2)
(('12317734', 'die nacht bricht schon an aber mach kein licht', 'ger'), 1)
(('12317734', 'dzeja', 'lav'), 1)
(('12317734', 'lombrello di piccadilly', 'ita'), 1)
(('12317734', 'ksiega pocalunkow', 'pol'), 1)
(('12317734', 'dressed in light', 'eng'), 1)
(('12317734', 'rodolava rodolava', 'cat'), 1)
(('12317734', '12 poesie', 'ita'), 1)
(('12317734', 'sangen om appeltradet', 'swe'), 1)
(('12317734', 'poezje wybrane', 'pol'), 1)
(('12317734', 'poemes choisis', 'fre'), 1)
(('12317734', 'addio wonderschone vlam', 'dut'), 1)
(('12317734', 'waar de stilte toegedekt wordt door de stilte', 'dut'), 1)
(('12317734', 'chlapec a hvezdy', 'slo'), 1)
(('12317734', 'jaro sbohem', 'und'), 1)
(('12317734', 'jaro s bohem', 'eng'), 1)
(('12317734', 'vsecky krasy sveta', 'ger'), 1)
(('12317734', 'destnik z piccadilly', 'ger'), 1)
(('12317734', 'halleyova kometa', 'eng'), 1)
(('12317734', 'jaro s bohem definitivni vydani', 'eng'), 1)
(('12317734', 'dik vinu', 'und'), 1)
(('12317734', 'knizka polibkdegu', 'und'), 1)
(('12317734', 'kamenny most', 'rus'), 1)
(('12317734', 'nejkrasnejsi byva silena', 'eng'), 1)
(('12317734', 'poesia', 'spa'), 1)
(('12317734', 'dilo with a portrait', 'eng'), 1)
(('12317734', 'theodore roosevelt association film collection', 'eng'), 1)
(('12317734', 'su cantigu de sarvore de sa mela', 'srd'), 1)
(('12317734', 'ruce venusiny frontispice antonina prochazky', 'eng'), 1)
(('12317734', 'zpevy o praze s kresbami jana zrzaveho', 'eng'), 1)
(('12317734', 'rondeux primaveris', 'por'), 1)
(('12317734', 'souvenirs et histoires vecues', 'fre'), 1)
(('12317734', 'im spiegel hat er das dunkel', 'und'), 1)
(('12317734', 'kamenny most ii vydani including also vejir bozeny nemcove and svetlem odena', 'eng'), 1)
(('12317734', 'mesto v slzach ii vydani', 'eng'), 1)
(('12317734', 'zwei geschichten', 'ger'), 1)
(('12317734', 'proscanie s vesnoj', 'rus'), 1)
(('12317734', 'vestita di luce', 'ita'), 1)
(('12317734', 'vsecky kresy sveta', 'ita'), 1)
(('12317734', 'kamenny most verse sest kreseb nakreslil karel svolinsky', 'eng'), 1)
(('12317734', 'pantoumy o lasce 12 kreseb richarda wiesnera', 'eng'), 1)
(('12317734', 'zhasnete svetla lyricke glosy druhe vydani', 'eng'), 1)
(('12317734', 'vestita di luce', 'mul'), 1)
(('12317734', 'sklenice vina frenstatska romance trikralova tanecni hodinybasne o vine ilustroval cyril bouda', 'eng'), 1)
(('12317734', 'chlapec a hvezdy verse k obrazkum josefa lady', 'eng'), 1)
(('12317734', 'basne predmluvu napsal bedrich vaclavek', 'eng'), 1)
(('12317734', 'jablko s klina poems ii vydani', 'eng'), 1)
(('12317734', 'postovni holub basne 19281929', 'eng'), 1)
(('12317734', 'svetlem odena 3 vyd', 'eng'), 1)
(('12317734', 'en las ondas de la tsf', 'und'), 1)
(('12317734', 'songen om epletreet', 'nno'), 1)
(('12317734', 'alle schonheit dieser welt', 'ger'), 1)
(('12317734', 'praha vybor versu z let 19291947 kresbami vyzdobil vaclav sivko', 'eng'), 1)
(('12317734', 'zpivano do rotacky kresby frantiska bidla', 'eng'), 1)
(('12317734', 'jaro s bohem basne verse a rikanky kresby frantiska bidla', 'und'), 1)
(('12317734', 'dressed in light', 'und'), 1)
(('12317734', 'ravayati zadbum', 'per'), 1)
(('12317734', 'a wreath sonets', 'eng'), 1)
(('12317734', 'zed kremlu v dalce vybor z proletarske poesie usporadal a doslov napsal j seifert', 'eng'), 1)
(('12317734', 'kaviyom ki premika', 'hin'), 1)
(('12317734', 'verloren paradijs', 'dut'), 1)
(('12317734', 'kamp med angeln', 'und'), 1)
(('12317734', 'polibek na cestu vybor milostne lyriky ilustroval ota janecek', 'eng'), 1)
(('12317734', 'prsten trebonske madone frontispis navrhl cyril bouda', 'eng'), 1)
(('12317734', 'poetes danois daujourdhui', 'fre'), 1)
(('12317734', 'al verdens skonhed', 'und'), 1)
(('12317734', 'trendafil e ktheter', 'alb'), 1)
(('12317734', 'neuf poemes inedits poetes danois daujourdhui et volker braun alain lance gerard arseguel alain praud jean tidrani yves boudier', 'fre'), 1)
(('12317734', 'destnik z piccadilly 1979', 'slo'), 1)
(('12336405', 'narodnie spievanky', 'slo'), 8)
(('12336405', 'zpevanky', 'slo'), 6)
(('12336405', 'jana kollara prva sbierka basnicka z roku 1821', 'slo'), 6)
(('12336405', 'wybor pism', 'pol'), 5)
(('12336405', 'nedelnj swatecne i prjlezitostne kazne a reci', 'slo'), 3)
(('12336405', 'jan kollar 17931893', 'hrv'), 3)
(('12336405', 'diela jana kollara', 'slo'), 3)
(('12336405', 'praha vzletov', 'slo'), 2)
(('12336405', 'vlastenec', 'slo'), 2)
(('12336405', 'staroitalia slavjanska', 'slo'), 2)
(('12336405', 'travicka zelena', 'slo'), 2)
(('12336405', 'trauerrede bey der gedachtnissfeyer des weiland  herrn carl cleynmann doctors der theologie und predigers der evang gemeinde helv confession  welcher  1833 am 15 febr zu szirak  verstorben ist gehalten in der reformirten kirche zu pesth am 24 marz 1833 von johann kollar', 'ger'), 2)
(('12336405', 'piesne svetske ludu slovenskeho v uhorsku', 'slo'), 2)
(('12336405', 'schematismus generalis ecclesiarum  scholarum evang aug conf in hungaria jussu incl ac vener generalis quatuor superintendentiarum conventus', 'lat'), 2)
(('12336405', 'trauerrede bey der gedachtnissfeyer des weiland hochgebornen herrn ludwig freyherrn pronay v tothprona ritter des konigl ung st stephanordens und obersten des pesther adelichen insurectionalregimentes gehalten in der evangelischen kirche zu atsa im pesther comitat den 14 janner 1827', 'ger'), 2)
(('12336405', 'a predikatori hivatal ditsosege es meltosaga mellyet halotti tanitasban  bartholomaeides pal ur  a pesti ev esperestseg volt foesperestje vegsotisztelettetele alkalmaval mindszenthava 14ken 1834 a pilisi templomban eloadott kollar janos', 'hun'), 2)
(('12336405', 'proc se buh synu swemu a spasiteli sweta prawe mezi zidowskym narodem naroditi dal', 'pol'), 2)
(('12336405', 'nedelnj', 'slo'), 2)
(('12336405', 'treti obnovene a rozmnozene vydani', 'eng'), 2)
(('12336405', 'narodne spievanky', 'slo'), 1)
(('12336405', 'narodie spievanky', 'slo'), 1)
(('12336405', 'slawy dcera', 'pol'), 1)
(('12336405', 'basne', 'slo'), 1)
(('12336405', 'cestopis obsahujici cestu do horni italie a odtud pres tyrolsko a baworsko se zwlastnim ohledem na slawjanske ziwly roku 1841', 'und'), 1)
(('12336405', 'dila basnicka jana kollara', 'wen'), 1)
(('12336405', 'dila basnicka jana kollara', 'pol'), 1)
(('12336405', 'slawa bohyne a puwod gmena slawuw cili slawjanuw', 'pol'), 1)
(('12336405', 'etudes sur la solidarite slave', 'fre'), 1)
(('12336405', 'tabule k staroitalii slavjanske', 'slo'), 1)
(('12336405', 'cjtanka anebo knika k ctanj pro mladez we sskolach slowanskych w mestech a w dedinach by jk ie j kollar', 'eng'), 1)
(('12336405', 'o knihtlaciarstve', 'hrv'), 1)
(('12336405', 'cestopis obsahujici cestu do horni italie a odtud pres tyrolsko a baworsko se zwlastnim ohledem na slawjanske ziwly roku 1841 konanau a sepsanau od jana kollara s wyobrazenimi a prilohami tez i se slownikem slawjanskych umelcuw wsech kmenuw od neystarsich casuw k nynejsimu weku s kratkym ziwotopisem a udanim znamenitejsich zwlaste narodnich wytworuw', 'und'), 1)
(('12336405', 'o knihtlaciarstve', 'slo'), 1)
(('12336405', 'listy', 'sla'), 1)
(('12336405', 'slovnik slavianskych umelcov vsetkych kmenov menovite maliarov rytcov rezbarov lejarov a krasostavitelov od najstarsich casov az po terajsi vek s kratkym zivotopisom a udanim znamenitejsich najma narodnych vytvorov od jana kollara', 'slo'), 1)
(('12336405', '18161839', 'slo'), 1)
(('12336405', 'piesne svetske ludu slovenskeho v uhorsku', 'sla'), 1)
(('12336405', 'narodnie zpiewanky', 'slo'), 1)
(('12336405', 'slovnik slavianskych umelcov vsetkych kmenov menovite maliarov rytcov rezbarov lejarov a karsostavitelov od najstarsich casov az po terajsi vek s kratkym zivotopisom a udanim znamenitejsich najma narodnych vytvorov', 'slo'), 1)
(('12336405', 'vlastenec selections with a portrait', 'eng'), 1)
(('12336405', 'sebrane drobne basne', 'eng'), 1)
(('12336405', 'sebrane drobne basne edited by f backovsky', 'eng'), 1)
(('12336405', 'nedelnj swatecne i prjlezitostne kazne a reci', 'und'), 1)
(('12336405', 'slovnik slavianskych umelcov vsetkych kmenov menovite maliarov rytcov rezbarov lejarov a krasostavitelov od najstarsich casov az po terajsi vek s kratkym zivotopisom a udanim znamenitejsich najma narodnych vytvorov with reproductions including portraits', 'eng'), 1)
(('12336405', 'piesne svetske ludu slovenskeho v uhorsku', 'slv'), 1)
(('12432567', 'key to prague', 'eng'), 5)
(('12432567', 'ein schlussel zu prag', 'ger'), 4)
(('12432567', 'une clef pour prague', 'fre'), 3)
(('12432567', 'die bretagne tochter des ozeans', 'ger'), 3)
(('12432567', 'il piu grande dei pierrot', 'ita'), 2)
(('12432567', 'het bittere en fiere leven van ja komenius', 'dut'), 1)
(('12432567', 'una llave para praga', 'spa'), 1)
(('12432567', 'kljuc k prage', 'rus'), 1)
(('12432567', 'kljuc za prag', 'hrv'), 1)
(('12432567', 'zakon vernych strazcov', 'slo'), 1)
(('12432567', 'anjel mieru', 'slo'), 1)
(('12432567', 'la plej eminenta inter pierotoj', 'epo'), 1)
(('12432567', 'una chiave per praga', 'ita'), 1)
(('12432567', 'klucz do pragi', 'pol'), 1)
(('12432567', 'kym sa zdvihla opona', 'slo'), 1)
(('12432567', 'nyckeln till prag', 'swe'), 1)
(('12432567', 'de clown', 'dut'), 1)
(('12432567', 'sleutel tot praag', 'dut'), 1)
(('12432567', 'poeto ne mortas', 'epo'), 1)
